1;0
2;33369
3;66738
4;100107
5;133477
6;166846
7;200215
8;233584
9;266954
10;300323
11;333692
12;367061
13;400431
14;433800
15;467169
16;500538
17;533908
18;567277
19;600646
20;634015
21;667385
22;700754
23;734123
24;767492
25;800862
26;834231
27;867600
28;900969
29;934339
30;967708
31;1001077
32;1034446
33;1067816
34;1101185
35;1134554
36;1167923
37;1201293
38;1234662
39;1268031
40;1301432
41;1334833
42;1368298
43;1401762
44;1435290
45;1468818
46;1502410
47;1536001
48;1570228
49;1604454
50;1638681
51;1672907
52;1707134
53;1741360
54;1775587
55;1809813
56;1844040
57;1878266
58;1912493
59;1946719
60;1980946
61;2015172
62;2049399
63;2083625
64;2117852
65;2152078
66;2186305
67;2220531
68;2254758
69;2288984
70;2323211
71;2357437
72;2391664
73;2425890
74;2460117
75;2494343
76;2528570
77;2562796
78;2597023
79;2631249
80;2665476
81;2699702
82;2733929
83;2768155
84;2802382
85;2836608
86;2870835
87;2904426
88;2938018
89;2971609
90;3005201
91;3038792
92;3072384
93;3105975
94;3139567
95;3173158
96;3206750
97;3240341
98;3273933
99;3307524
100;3341116
101;3374707
102;3408299
103;3441858
104;3475418
105;3508914
106;3542411
107;3575875
108;3609340
109;3642804
110;3676269
111;3709733
112;3743198
113;3776662
114;3810127
115;3843591
116;3877056
117;3910520
118;3943985
119;3977449
120;4010914
121;4044378
122;4077843
123;4111307
124;4144772
125;4178236
126;4211701
127;4245165
128;4278630
129;4312094
130;4345559
131;4379023
132;4412488
133;4445952
134;4479417
135;4512881
136;4546346
137;4579810
138;4613275
139;4646739
140;4680204
141;4713668
142;4747133
143;4780597
144;4814062
145;4847526
146;4880991
147;4914455
148;4947920
149;4981384
150;5014849
151;5048313
152;5081778
153;5115274
154;5148770
155;5182330
156;5215890
157;5249481
158;5283073
159;5316696
160;5350319
161;5383942
162;5417566
163;5451189
164;5484812
165;5518435
166;5552059
167;5585682
168;5619305
169;5652928
170;5686552
171;5720175
172;5753798
173;5787421
174;5821045
175;5854668
176;5888291
177;5921914
178;5955538
179;5989161
180;6022752
181;6056344
182;6089872
183;6123400
184;6156896
185;6190392
186;6223857
187;6257321
188;6290754
189;6324187
190;6357620
191;6391052
192;6424485
193;6457918
194;6491351
195;6524783
